Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
Genís,21,Spain,64,71,550000.0,3000.0,1595,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,RB,26.0,"Oct 31, 2018",0,2019,5.9,148.0,51.0,51.0,51.0,56.0,54.0,54.0,54.0,56.0,56.0,56.0,56.0,58.0,59.0,59.0,59.0,58.0,63.0,62.0,62.0,62.0,63.0,63.0,61.0,61.0,61.0,63.0,68.0,31.0,59.0,70.0,58.0,54.0,65.0,28.0,58.0,65.0,63.0,58.0,60.0,63.0,57.0,48.0,52.0,60.0,57.0,35.0,62.0,65.0,49.0,53.0,30.0,48.0,60.0,63.0,62.0,7.0,5.0,10.0,11.0,9.0,€1.3M
Borja Garcés,18,Spain,64,83,950000.0,5000.0,1545,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,32.0,"Jul 1, 2018",0,2021,5.1,157.0,63.0,63.0,63.0,59.0,61.0,61.0,61.0,59.0,58.0,58.0,58.0,57.0,52.0,52.0,52.0,57.0,44.0,42.0,42.0,42.0,44.0,43.0,40.0,40.0,40.0,43.0,37.0,65.0,64.0,55.0,59.0,60.0,46.0,38.0,38.0,61.0,68.0,67.0,66.0,64.0,70.0,72.0,61.0,55.0,51.0,62.0,52.0,26.0,64.0,49.0,63.0,58.0,28.0,27.0,24.0,14.0,10.0,5.0,10.0,14.0,€2.5M
Kuki Zalazar,20,Spain,64,80,1000000.0,4000.0,1582,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,RW,39.0,"Aug 29, 2018",0,2020,5.9,161.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,56.0,56.0,56.0,62.0,45.0,42.0,42.0,42.0,45.0,42.0,36.0,36.0,36.0,42.0,65.0,59.0,54.0,64.0,47.0,71.0,74.0,70.0,56.0,69.0,65.0,63.0,55.0,52.0,70.0,71.0,61.0,38.0,46.0,65.0,30.0,27.0,62.0,59.0,59.0,45.0,29.0,21.0,14.0,13.0,11.0,14.0,15.0,13.0,€2.8M
Montero,19,Spain,64,83,875000.0,4000.0,1444,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,35.0,"Jul 1, 2018",0,2019,5.11,165.0,44.0,44.0,44.0,46.0,44.0,44.0,44.0,46.0,45.0,45.0,45.0,48.0,49.0,49.0,49.0,48.0,59.0,58.0,58.0,58.0,59.0,60.0,62.0,62.0,62.0,60.0,42.0,27.0,61.0,60.0,29.0,44.0,33.0,25.0,42.0,60.0,58.0,63.0,52.0,62.0,66.0,37.0,69.0,63.0,57.0,29.0,66.0,64.0,23.0,31.0,40.0,40.0,61.0,65.0,64.0,7.0,14.0,13.0,11.0,6.0,€2.3M
Aitor Ruibal,22,Spain,64,73,700000.0,5000.0,1527,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RS,19.0,0,Real Betis,"Jun 30, 2019",5.9,165.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,65.0,60.0,60.0,60.0,65.0,48.0,45.0,45.0,45.0,48.0,45.0,37.0,37.0,37.0,45.0,57.0,62.0,51.0,67.0,57.0,66.0,39.0,40.0,59.0,69.0,73.0,69.0,50.0,65.0,65.0,58.0,41.0,62.0,56.0,59.0,29.0,18.0,69.0,60.0,60.0,45.0,20.0,27.0,26.0,9.0,14.0,7.0,15.0,8.0,0
Miguel,18,Spain,64,78,950000.0,2000.0,1535,Right,1.0,3.0,3.0,High/ Medium,Lean,No,ST,27.0,"Jul 1, 2017",0,2021,5.11,170.0,62.0,62.0,62.0,60.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,58.0,52.0,52.0,52.0,58.0,44.0,42.0,42.0,42.0,44.0,42.0,40.0,40.0,40.0,42.0,40.0,65.0,56.0,57.0,54.0,63.0,46.0,39.0,43.0,64.0,69.0,71.0,68.0,64.0,62.0,61.0,66.0,50.0,61.0,55.0,53.0,15.0,65.0,49.0,63.0,58.0,38.0,24.0,22.0,12.0,11.0,9.0,13.0,7.0,€2.7M
Pol,26,Spain,64,67,400000.0,2000.0,1150,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,1.0,"Jul 3, 2018",0,2021,6.3,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13.0,11.0,26.0,12.0,17.0,34.0,20.0,32.0,29.0,46.0,49.0,40.0,63.0,39.0,40.0,55.0,42.0,68.0,10.0,16.0,30.0,16.0,22.0,24.0,43.0,14.0,19.0,16.0,59.0,71.0,61.0,62.0,59.0,€650K
Manu Hernando,19,Spain,64,76,700000.0,9000.0,1568,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,33.0,"Jul 1, 2017",0,2021,5.11,170.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,60.0,60.0,60.0,60.0,60.0,61.0,63.0,63.0,63.0,61.0,44.0,32.0,68.0,62.0,29.0,56.0,44.0,39.0,53.0,64.0,61.0,63.0,61.0,59.0,64.0,47.0,59.0,66.0,62.0,45.0,58.0,55.0,43.0,37.0,42.0,47.0,70.0,65.0,67.0,11.0,12.0,13.0,12.0,5.0,€1.6M
Dani Molina,22,Spain,64,75,675000.0,4000.0,1728,Left,1.0,3.0,3.0,Medium/ Low,Lean,No,CDM,30.0,"Jan 12, 2017",0,2021,6.0,159.0,56.0,56.0,56.0,61.0,62.0,62.0,62.0,61.0,65.0,65.0,65.0,61.0,65.0,65.0,65.0,61.0,59.0,62.0,62.0,62.0,59.0,59.0,56.0,56.0,56.0,59.0,49.0,56.0,42.0,72.0,58.0,64.0,66.0,59.0,69.0,69.0,53.0,58.0,66.0,58.0,67.0,59.0,59.0,52.0,33.0,66.0,63.0,59.0,56.0,71.0,55.0,62.0,50.0,68.0,66.0,11.0,10.0,16.0,15.0,13.0,€1.6M
Moi Delgado,24,Spain,64,71,525000.0,3000.0,1623,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,3.0,"Jan 30, 2018",0,2020,5.8,132.0,50.0,50.0,50.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0,53.0,57.0,56.0,56.0,56.0,57.0,63.0,60.0,60.0,60.0,63.0,63.0,60.0,60.0,60.0,63.0,64.0,24.0,51.0,60.0,31.0,53.0,58.0,48.0,55.0,58.0,69.0,71.0,66.0,57.0,58.0,59.0,74.0,78.0,65.0,30.0,62.0,61.0,51.0,52.0,36.0,59.0,58.0,62.0,64.0,11.0,11.0,6.0,8.0,12.0,€1.3M
Agus,33,Spain,64,64,180000.0,2000.0,1447,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,4.0,"Jul 10, 2017",0,2019,6.1,190.0,46.0,46.0,46.0,40.0,43.0,43.0,43.0,40.0,44.0,44.0,44.0,42.0,50.0,50.0,50.0,42.0,50.0,58.0,58.0,58.0,50.0,52.0,63.0,63.0,63.0,52.0,32.0,28.0,67.0,59.0,25.0,37.0,24.0,53.0,54.0,47.0,32.0,33.0,31.0,51.0,45.0,65.0,73.0,58.0,85.0,56.0,80.0,57.0,35.0,45.0,40.0,63.0,58.0,63.0,58.0,9.0,7.0,14.0,15.0,11.0,€225K
Felipe,25,Spain,64,69,500000.0,2000.0,1630,Right,1.0,4.0,2.0,High/ Medium,Normal,No,RB,17.0,"Jul 9, 2017",0,2019,5.9,146.0,52.0,52.0,52.0,57.0,53.0,53.0,53.0,57.0,55.0,55.0,55.0,58.0,57.0,57.0,57.0,58.0,63.0,60.0,60.0,60.0,63.0,63.0,60.0,60.0,60.0,63.0,69.0,39.0,65.0,68.0,37.0,54.0,56.0,48.0,56.0,68.0,61.0,65.0,69.0,59.0,67.0,38.0,62.0,65.0,54.0,40.0,55.0,60.0,46.0,43.0,42.0,57.0,57.0,62.0,64.0,12.0,13.0,11.0,14.0,11.0,€838K
Jesús Areso,18,Spain,64,79,825000.0,2000.0,1572,Right,1.0,2.0,3.0,Medium/ Medium,Normal,No,RB,32.0,"Jul 7, 2017",0,2021,6.0,154.0,50.0,50.0,50.0,59.0,56.0,56.0,56.0,59.0,59.0,59.0,59.0,60.0,58.0,58.0,58.0,60.0,63.0,58.0,58.0,58.0,63.0,62.0,58.0,58.0,58.0,62.0,60.0,25.0,56.0,69.0,23.0,67.0,68.0,31.0,35.0,68.0,73.0,69.0,72.0,62.0,62.0,40.0,61.0,60.0,59.0,27.0,47.0,64.0,49.0,63.0,36.0,51.0,41.0,64.0,65.0,7.0,10.0,13.0,12.0,14.0,€2.2M
Dani Cárdenas,21,Spain,63,73,450000.0,2000.0,964,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,35.0,"Jul 1, 2016",0,2019,6.1,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,12.0,23.0,8.0,13.0,11.0,13.0,22.0,16.0,39.0,33.0,55.0,65.0,42.0,22.0,67.0,26.0,52.0,5.0,21.0,6.0,5.0,34.0,17.0,42.0,13.0,13.0,12.0,60.0,62.0,58.0,55.0,69.0,€1M
Álex Domínguez,19,Spain,63,77,650000.0,1000.0,1091,Right,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,25.0,"Jul 10, 2018",0,2021,6.2,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,10.0,47.0,8.0,15.0,12.0,31.0,31.0,35.0,39.0,47.0,56.0,66.0,45.0,36.0,51.0,36.0,41.0,18.0,17.0,12.0,7.0,38.0,13.0,43.0,11.0,21.0,10.0,60.0,61.0,63.0,59.0,64.0,€1.8M
Joaquín,19,Spain,63,76,700000.0,4000.0,1461,Left,1.0,5.0,4.0,Medium/ Medium,Normal,No,LM,47.0,"Jul 3, 2018",0,2021,5.8,150.0,57.0,57.0,57.0,61.0,59.0,59.0,59.0,61.0,59.0,59.0,59.0,61.0,54.0,54.0,54.0,61.0,46.0,41.0,41.0,41.0,46.0,43.0,34.0,34.0,34.0,43.0,61.0,58.0,44.0,56.0,42.0,64.0,44.0,37.0,52.0,62.0,72.0,75.0,53.0,56.0,78.0,55.0,51.0,63.0,49.0,45.0,32.0,23.0,59.0,60.0,48.0,55.0,21.0,21.0,20.0,10.0,12.0,12.0,12.0,14.0,€1.9M
Bonilla,27,Spain,63,63,300000.0,2000.0,1599,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,3.0,"Jul 1, 2017",0,2019,5.1,154.0,49.0,49.0,49.0,56.0,53.0,53.0,53.0,56.0,54.0,54.0,54.0,57.0,54.0,54.0,54.0,57.0,61.0,57.0,57.0,57.0,61.0,61.0,58.0,58.0,58.0,61.0,62.0,26.0,44.0,54.0,36.0,64.0,54.0,39.0,53.0,57.0,72.0,71.0,77.0,63.0,72.0,52.0,59.0,61.0,57.0,28.0,46.0,58.0,53.0,51.0,48.0,46.0,63.0,62.0,66.0,9.0,9.0,14.0,13.0,6.0,€465K
Salva Ferrer,20,Spain,63,74,550000.0,1000.0,1346,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,33.0,"Jul 1, 2017",0,2019,6.0,165.0,41.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,42.0,42.0,42.0,39.0,53.0,53.0,53.0,53.0,53.0,56.0,61.0,61.0,61.0,56.0,31.0,22.0,62.0,52.0,21.0,29.0,29.0,35.0,26.0,45.0,53.0,50.0,42.0,52.0,61.0,42.0,67.0,61.0,68.0,25.0,50.0,61.0,34.0,30.0,48.0,38.0,62.0,69.0,67.0,7.0,10.0,11.0,13.0,11.0,€990K
Pau Morer,22,Spain,63,72,575000.0,1000.0,1795,Right,1.0,3.0,3.0,High/ High,Normal,No,LM,10.0,"Aug 5, 2015",0,2018,5.8,152.0,58.0,58.0,58.0,61.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,61.0,59.0,59.0,59.0,61.0,60.0,58.0,58.0,58.0,60.0,60.0,57.0,57.0,57.0,60.0,55.0,53.0,51.0,60.0,57.0,64.0,52.0,47.0,56.0,63.0,79.0,74.0,90.0,55.0,91.0,66.0,79.0,80.0,52.0,54.0,79.0,53.0,53.0,54.0,56.0,56.0,48.0,61.0,54.0,11.0,14.0,12.0,7.0,15.0,€834K
Redru,21,Spain,63,74,550000.0,3000.0,1448,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,33.0,0,Real Betis,"Jun 30, 2019",6.0,159.0,45.0,45.0,45.0,49.0,46.0,46.0,46.0,49.0,46.0,46.0,46.0,51.0,48.0,48.0,48.0,51.0,61.0,56.0,56.0,56.0,61.0,62.0,61.0,61.0,61.0,62.0,60.0,21.0,53.0,56.0,28.0,55.0,35.0,41.0,33.0,52.0,61.0,60.0,57.0,60.0,61.0,45.0,54.0,60.0,57.0,22.0,45.0,64.0,46.0,31.0,37.0,44.0,68.0,70.0,68.0,10.0,14.0,5.0,7.0,12.0,0
Diego Barri,22,Spain,63,74,550000.0,2000.0,1509,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CDM,14.0,"Aug 28, 2018",0,2020,6.2,179.0,49.0,49.0,49.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,56.0,58.0,58.0,58.0,56.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,54.0,32.0,52.0,62.0,25.0,54.0,28.0,33.0,58.0,64.0,56.0,57.0,55.0,63.0,51.0,44.0,65.0,63.0,58.0,34.0,60.0,63.0,50.0,57.0,35.0,42.0,58.0,64.0,65.0,7.0,10.0,13.0,13.0,6.0,€990K
Víctor Fernández,20,Spain,63,80,800000.0,6000.0,1542,Right,1.0,3.0,3.0,High/ Medium,Lean,No,LM,38.0,"Feb 3, 2017",0,2019,5.9,154.0,58.0,58.0,58.0,63.0,62.0,62.0,62.0,63.0,61.0,61.0,61.0,61.0,53.0,53.0,53.0,61.0,47.0,42.0,42.0,42.0,47.0,44.0,36.0,36.0,36.0,44.0,62.0,60.0,38.0,58.0,52.0,69.0,59.0,52.0,44.0,68.0,77.0,70.0,72.0,53.0,83.0,63.0,52.0,42.0,47.0,59.0,30.0,23.0,57.0,58.0,63.0,60.0,27.0,31.0,29.0,12.0,10.0,7.0,10.0,5.0,€2M
Carlos Doncel,21,Spain,63,71,550000.0,4000.0,1582,Left,1.0,2.0,3.0,Medium/ Medium,Normal,No,LM,29.0,"Aug 21, 2017",0,2019,5.7,141.0,57.0,57.0,57.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,61.0,56.0,56.0,56.0,61.0,48.0,44.0,44.0,44.0,48.0,45.0,36.0,36.0,36.0,45.0,61.0,56.0,39.0,60.0,60.0,70.0,63.0,60.0,62.0,62.0,66.0,70.0,63.0,51.0,80.0,58.0,42.0,65.0,52.0,59.0,29.0,27.0,59.0,55.0,70.0,40.0,26.0,26.0,28.0,13.0,11.0,10.0,15.0,14.0,€1.3M
Endika,21,Spain,63,70,450000.0,1000.0,1571,Left,1.0,2.0,2.0,Medium/ High,Normal,No,LB,29.0,"Jul 1, 2015",0,2019,5.1,150.0,49.0,49.0,49.0,53.0,50.0,50.0,50.0,53.0,51.0,51.0,51.0,55.0,52.0,52.0,52.0,55.0,61.0,58.0,58.0,58.0,61.0,61.0,60.0,60.0,60.0,61.0,54.0,35.0,55.0,54.0,34.0,55.0,46.0,41.0,44.0,53.0,76.0,71.0,57.0,66.0,74.0,35.0,59.0,78.0,72.0,37.0,67.0,61.0,42.0,43.0,41.0,44.0,55.0,59.0,63.0,13.0,9.0,9.0,5.0,8.0,€810K
Ángel,20,Spain,63,76,625000.0,1000.0,1430,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,30.0,"Jul 1, 2015",0,2019,6.0,170.0,46.0,46.0,46.0,50.0,47.0,47.0,47.0,50.0,47.0,47.0,47.0,51.0,48.0,48.0,48.0,51.0,61.0,56.0,56.0,56.0,61.0,62.0,61.0,61.0,61.0,62.0,60.0,26.0,59.0,55.0,21.0,51.0,27.0,28.0,27.0,57.0,66.0,64.0,56.0,60.0,59.0,27.0,59.0,67.0,64.0,29.0,54.0,63.0,43.0,36.0,31.0,50.0,62.0,65.0,63.0,12.0,6.0,10.0,12.0,11.0,€1.4M
Josemi,20,Spain,63,73,600000.0,2000.0,1631,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CM,36.0,"Jul 7, 2017",0,2019,5.8,143.0,54.0,54.0,54.0,59.0,59.0,59.0,59.0,59.0,62.0,62.0,62.0,59.0,61.0,61.0,61.0,59.0,55.0,57.0,57.0,57.0,55.0,54.0,51.0,51.0,51.0,54.0,41.0,49.0,32.0,70.0,51.0,62.0,63.0,70.0,71.0,70.0,60.0,66.0,59.0,59.0,81.0,65.0,52.0,41.0,40.0,59.0,41.0,46.0,46.0,64.0,54.0,67.0,58.0,53.0,59.0,7.0,8.0,14.0,11.0,9.0,€1.1M
Borja,24,Spain,63,69,500000.0,1000.0,1545,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,LM,22.0,"Jul 2, 2018",0,2021,5.9,143.0,54.0,54.0,54.0,62.0,58.0,58.0,58.0,62.0,60.0,60.0,60.0,61.0,54.0,54.0,54.0,61.0,50.0,44.0,44.0,44.0,50.0,47.0,38.0,38.0,38.0,47.0,64.0,54.0,36.0,58.0,43.0,63.0,63.0,48.0,54.0,62.0,76.0,73.0,82.0,62.0,80.0,39.0,68.0,57.0,32.0,46.0,35.0,20.0,60.0,54.0,60.0,40.0,54.0,26.0,28.0,6.0,16.0,9.0,6.0,11.0,€875K
Edu Cortina,21,Spain,63,74,625000.0,2000.0,1619,Right,1.0,3.0,3.0,Medium/ High,Lean,No,CM,30.0,"Jul 1, 2017",0,2019,5.9,141.0,56.0,56.0,56.0,61.0,60.0,60.0,60.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,57.0,58.0,58.0,58.0,57.0,55.0,50.0,50.0,50.0,55.0,60.0,54.0,39.0,66.0,41.0,63.0,57.0,55.0,64.0,67.0,60.0,56.0,67.0,64.0,75.0,56.0,37.0,65.0,48.0,52.0,58.0,51.0,57.0,65.0,42.0,60.0,49.0,50.0,48.0,7.0,10.0,12.0,11.0,13.0,€1.1M
S. Gassama,23,Spain,63,70,525000.0,2000.0,1497,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,19.0,"Jul 1, 2017",0,2020,6.3,194.0,62.0,62.0,62.0,55.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,53.0,50.0,50.0,50.0,53.0,42.0,42.0,42.0,42.0,42.0,41.0,44.0,44.0,44.0,41.0,38.0,70.0,75.0,54.0,59.0,58.0,40.0,35.0,35.0,56.0,53.0,56.0,45.0,54.0,42.0,63.0,68.0,60.0,78.0,58.0,58.0,26.0,57.0,53.0,68.0,46.0,30.0,26.0,23.0,14.0,7.0,14.0,13.0,11.0,€919K
Dioni,28,Spain,63,63,375000.0,2000.0,1488,Right,1.0,3.0,3.0,High/ Medium,Normal,No,ST,11.0,"Aug 1, 2018",0,2020,6.0,181.0,62.0,62.0,62.0,56.0,58.0,58.0,58.0,56.0,54.0,54.0,54.0,55.0,49.0,49.0,49.0,55.0,40.0,39.0,39.0,39.0,40.0,38.0,38.0,38.0,38.0,38.0,49.0,64.0,60.0,47.0,54.0,64.0,43.0,55.0,51.0,57.0,54.0,61.0,49.0,56.0,48.0,73.0,59.0,58.0,82.0,48.0,51.0,15.0,65.0,41.0,57.0,57.0,29.0,19.0,15.0,15.0,7.0,14.0,12.0,16.0,€506K
Jaime Gavilán,33,Spain,63,63,220000.0,2000.0,1805,Left,1.0,3.0,3.0,High/ Medium,Normal,No,CM,22.0,"Jul 6, 2018",0,2020,5.1,165.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,63.0,62.0,62.0,62.0,63.0,58.0,57.0,57.0,57.0,58.0,56.0,54.0,54.0,54.0,56.0,60.0,61.0,48.0,65.0,66.0,64.0,69.0,83.0,63.0,64.0,66.0,63.0,66.0,64.0,73.0,71.0,59.0,62.0,61.0,63.0,58.0,48.0,64.0,66.0,64.0,68.0,60.0,44.0,52.0,13.0,15.0,15.0,7.0,8.0,€352K
Sergio Buenacasa,22,Spain,63,69,525000.0,2000.0,1493,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,ST,27.0,"Jul 2, 2018",0,2021,6.0,161.0,62.0,62.0,62.0,60.0,61.0,61.0,61.0,60.0,58.0,58.0,58.0,57.0,49.0,49.0,49.0,57.0,41.0,38.0,38.0,38.0,41.0,39.0,35.0,35.0,35.0,39.0,40.0,68.0,55.0,51.0,55.0,66.0,47.0,40.0,35.0,67.0,68.0,69.0,68.0,56.0,67.0,61.0,71.0,56.0,59.0,63.0,28.0,19.0,63.0,41.0,69.0,52.0,31.0,17.0,11.0,11.0,12.0,9.0,12.0,8.0,€919K
Arribas,19,Spain,63,75,650000.0,1000.0,1528,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,ST,29.0,"Jul 1, 2016",0,2020,5.1,150.0,61.0,61.0,61.0,60.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,58.0,53.0,53.0,53.0,58.0,45.0,44.0,44.0,44.0,45.0,43.0,41.0,41.0,41.0,43.0,49.0,67.0,58.0,53.0,55.0,62.0,48.0,39.0,48.0,64.0,61.0,59.0,70.0,62.0,64.0,55.0,64.0,48.0,56.0,57.0,32.0,35.0,70.0,49.0,71.0,51.0,34.0,29.0,21.0,13.0,12.0,6.0,6.0,11.0,€1.2M
Jaime Sierra,20,Spain,63,76,700000.0,4000.0,1511,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CM,30.0,"Jul 1, 2017",0,2019,5.9,139.0,54.0,54.0,54.0,58.0,59.0,59.0,59.0,58.0,62.0,62.0,62.0,59.0,62.0,62.0,62.0,59.0,50.0,54.0,54.0,54.0,50.0,48.0,45.0,45.0,45.0,48.0,44.0,54.0,37.0,74.0,45.0,63.0,46.0,40.0,77.0,59.0,54.0,59.0,59.0,56.0,73.0,48.0,50.0,40.0,48.0,51.0,41.0,45.0,57.0,69.0,48.0,49.0,34.0,49.0,39.0,13.0,6.0,11.0,8.0,14.0,€1.9M
Carlos Cordero,21,Spain,63,72,500000.0,1000.0,1568,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,LB,26.0,"Jul 1, 2016",0,2019,5.11,168.0,49.0,49.0,49.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,51.0,54.0,53.0,53.0,53.0,54.0,62.0,59.0,59.0,59.0,62.0,62.0,59.0,59.0,59.0,62.0,58.0,28.0,51.0,62.0,33.0,45.0,47.0,40.0,53.0,55.0,71.0,73.0,74.0,60.0,62.0,48.0,67.0,73.0,57.0,31.0,59.0,62.0,51.0,40.0,43.0,56.0,57.0,62.0,63.0,6.0,7.0,11.0,13.0,6.0,€900K
Juan Pérez,21,Spain,63,74,500000.0,1000.0,1034,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,26.0,"Jul 1, 2014",0,2019,6.3,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,18.0,26.0,19.0,21.0,17.0,19.0,25.0,12.0,32.0,35.0,34.0,47.0,33.0,25.0,45.0,28.0,69.0,13.0,23.0,22.0,20.0,30.0,24.0,41.0,15.0,14.0,20.0,62.0,66.0,57.0,62.0,68.0,€900K
Tachi,20,Spain,63,78,725000.0,5000.0,1378,Right,1.0,3.0,2.0,Low/ High,Normal,No,CB,36.0,"Jul 1, 2016",0,2019,6.0,165.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,45.0,45.0,45.0,44.0,55.0,55.0,55.0,55.0,55.0,57.0,61.0,61.0,61.0,57.0,33.0,26.0,73.0,58.0,32.0,40.0,30.0,28.0,41.0,57.0,60.0,65.0,35.0,43.0,64.0,41.0,67.0,55.0,59.0,25.0,48.0,59.0,23.0,31.0,30.0,52.0,68.0,66.0,62.0,11.0,12.0,13.0,15.0,8.0,€1.9M
Pelayo Morilla,16,Spain,63,81,725000.0,1000.0,1558,Left,1.0,2.0,3.0,Medium/ Medium,Lean,No,RM,31.0,"Aug 18, 2018",0,2022,6.0,154.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,62.0,54.0,54.0,54.0,62.0,47.0,43.0,43.0,43.0,47.0,44.0,38.0,38.0,38.0,44.0,63.0,61.0,52.0,63.0,58.0,69.0,57.0,44.0,55.0,66.0,75.0,72.0,71.0,52.0,68.0,69.0,54.0,48.0,62.0,43.0,45.0,24.0,57.0,53.0,58.0,55.0,22.0,21.0,26.0,11.0,11.0,6.0,15.0,7.0,€1.6M
Ezkieta,21,Spain,63,75,525000.0,10000.0,1086,Right,1.0,3.0,1.0,Medium/ Medium,Lean,No,GK,31.0,"Jul 1, 2015",0,2019,6.4,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,17.0,28.0,15.0,17.0,16.0,19.0,27.0,19.0,41.0,49.0,36.0,63.0,45.0,26.0,57.0,41.0,64.0,14.0,25.0,20.0,15.0,30.0,24.0,33.0,13.0,17.0,15.0,65.0,58.0,59.0,59.0,64.0,€1.2M
Dani Gómez,19,Spain,63,77,800000.0,12000.0,1448,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,38.0,"Jul 1, 2017",0,2022,5.1,154.0,61.0,61.0,61.0,57.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,55.0,48.0,48.0,48.0,55.0,39.0,38.0,38.0,38.0,39.0,38.0,36.0,36.0,36.0,38.0,32.0,67.0,58.0,54.0,54.0,60.0,41.0,45.0,35.0,66.0,66.0,65.0,70.0,56.0,65.0,59.0,62.0,51.0,70.0,52.0,28.0,12.0,61.0,42.0,57.0,44.0,41.0,12.0,15.0,7.0,10.0,13.0,8.0,14.0,€2.1M
