Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,PositionClass,Age_Ranges
F. Medina,19,Argentina,61,77,475000.0,1000.0,1483,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LB,30.0,"Jan 30, 2018",0,2021,5'11,172lbs,47+2,47+2,47+2,53+2,50+2,50+2,50+2,53+2,50+2,50+2,50+2,54+2,49+2,49+2,49+2,54+2,59+2,54+2,54+2,54+2,59+2,59+2,57+2,57+2,57+2,59+2,54.0,33.0,50.0,49.0,29.0,58.0,36.0,32.0,35.0,59.0,71.0,70.0,63.0,60.0,60.0,27.0,60.0,67.0,62.0,32.0,57.0,56.0,45.0,40.0,44.0,48.0,54.0,63.0,61.0,13.0,5.0,12.0,13.0,13.0,€1M,Defender,16-21
J. Méndez,20,Argentina,61,76,550000.0,2000.0,1628,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,LW,14.0,"Jul 1, 2015",0,2020,5'9,152lbs,57+2,57+2,57+2,61+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,62+2,57+2,57+2,57+2,62+2,55+2,53+2,53+2,53+2,55+2,54+2,49+2,49+2,49+2,54+2,58.0,48.0,47.0,62.0,49.0,66.0,56.0,54.0,54.0,70.0,67.0,72.0,66.0,55.0,71.0,64.0,56.0,65.0,53.0,44.0,48.0,33.0,59.0,58.0,55.0,62.0,57.0,44.0,46.0,12.0,11.0,8.0,8.0,12.0,€1.1M,Attacker,16-21
W. Bracamonte,20,Argentina,61,73,450000.0,2000.0,1565,Right,1.0,4.0,3.0,Medium/ Medium,Normal,No,LM,15.0,"Sep 29, 2016",0,2021,5'9,154lbs,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,48+2,45+2,45+2,45+2,48+2,46+2,41+2,41+2,41+2,46+2,53.0,55.0,55.0,59.0,45.0,64.0,43.0,38.0,54.0,63.0,71.0,74.0,73.0,58.0,76.0,61.0,60.0,63.0,67.0,56.0,40.0,24.0,52.0,54.0,60.0,55.0,33.0,26.0,29.0,11.0,15.0,14.0,11.0,8.0,€765K,Midfielder,16-21
F. Gattoni,19,Argentina,61,80,500000.0,1000.0,1389,Right,1.0,4.0,2.0,Low/ High,Lean,No,CB,24.0,"Dec 4, 2017",0,2021,6'0,159lbs,43+2,43+2,43+2,42+2,43+2,43+2,43+2,42+2,42+2,42+2,42+2,44+2,45+2,45+2,45+2,44+2,56+2,55+2,55+2,55+2,56+2,59+2,60+2,60+2,60+2,59+2,28.0,26.0,60.0,59.0,26.0,33.0,33.0,35.0,26.0,59.0,65.0,68.0,44.0,45.0,67.0,47.0,65.0,68.0,51.0,30.0,50.0,64.0,26.0,32.0,42.0,59.0,60.0,68.0,63.0,14.0,5.0,11.0,8.0,11.0,€1.1M,Defender,16-21
M. Gallegos,21,Argentina,61,69,375000.0,2000.0,1431,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,ST,26.0,"Aug 31, 2017",0,2021,5'10,154lbs,60+2,60+2,60+2,55+2,58+2,58+2,58+2,55+2,55+2,55+2,55+2,53+2,48+2,48+2,48+2,53+2,38+2,36+2,36+2,36+2,38+2,37+2,35+2,35+2,35+2,37+2,33.0,70.0,63.0,51.0,50.0,63.0,41.0,36.0,32.0,52.0,56.0,54.0,57.0,60.0,68.0,56.0,66.0,57.0,56.0,62.0,33.0,18.0,62.0,47.0,71.0,53.0,21.0,16.0,21.0,12.0,12.0,9.0,15.0,11.0,€638K,Attacker,16-21
F. Otárola,32,Argentina,61,61,140000.0,1000.0,1090,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,No,GK,23.0,"Jul 2, 2017",0,2018,5'11,176lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,20.0,30.0,28.0,20.0,30.0,31.0,10.0,20.0,34.0,34.0,31.0,26.0,54.0,45.0,23.0,56.0,16.0,61.0,20.0,40.0,28.0,10.0,34.0,45.0,45.0,11.0,12.0,10.0,59.0,64.0,63.0,58.0,60.0,€189K,Goalkeeper,31-35
F. Sivetti,20,Argentina,61,71,400000.0,2000.0,1624,Right,1.0,3.0,2.0,Low/ High,Normal,No,CM,27.0,"Jun 30, 2018",0,2020,5'10,165lbs,54+2,54+2,54+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,55.0,44.0,63.0,69.0,41.0,62.0,43.0,39.0,66.0,64.0,67.0,64.0,62.0,59.0,66.0,58.0,61.0,59.0,60.0,37.0,63.0,54.0,39.0,57.0,48.0,49.0,53.0,59.0,63.0,14.0,7.0,9.0,7.0,12.0,€680K,Midfielder,16-21
A. Maziero,20,Argentina,61,74,500000.0,2000.0,1479,Right,1.0,3.0,2.0,Medium/ Low,Normal,No,ST,23.0,"Mar 18, 2018",0,2020,5'10,165lbs,59+2,59+2,59+2,56+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,55+2,49+2,49+2,49+2,55+2,43+2,40+2,40+2,40+2,43+2,42+2,38+2,38+2,38+2,42+2,46.0,62.0,64.0,54.0,48.0,55.0,49.0,47.0,36.0,60.0,63.0,69.0,58.0,54.0,63.0,64.0,64.0,54.0,56.0,56.0,28.0,24.0,58.0,50.0,60.0,49.0,30.0,24.0,25.0,15.0,12.0,13.0,12.0,6.0,€1.1M,Attacker,16-21
E. Rueda,22,Argentina,61,69,375000.0,2000.0,1598,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RW,17.0,"Nov 2, 2016",0,2019,5'9,159lbs,58+2,58+2,58+2,60+2,59+2,59+2,59+2,60+2,58+2,58+2,58+2,59+2,52+2,52+2,52+2,59+2,50+2,46+2,46+2,46+2,50+2,48+2,45+2,45+2,45+2,48+2,61.0,61.0,43.0,53.0,56.0,64.0,55.0,44.0,48.0,60.0,74.0,73.0,64.0,58.0,78.0,62.0,70.0,51.0,58.0,52.0,38.0,30.0,54.0,53.0,62.0,59.0,61.0,32.0,30.0,12.0,10.0,13.0,11.0,7.0,€619K,Attacker,22-25
L. Mosevich,21,Argentina,61,73,400000.0,2000.0,1328,Right,1.0,2.0,2.0,Low/ Medium,Normal,No,CB,5.0,0,Argentinos Juniors,"Jun 30, 2019",6'2,179lbs,39+2,39+2,39+2,35+2,37+2,37+2,37+2,35+2,35+2,35+2,35+2,37+2,38+2,38+2,38+2,37+2,49+2,50+2,50+2,50+2,49+2,52+2,59+2,59+2,59+2,52+2,26.0,20.0,55.0,38.0,26.0,31.0,35.0,33.0,30.0,40.0,58.0,49.0,34.0,51.0,54.0,48.0,83.0,56.0,72.0,29.0,67.0,56.0,32.0,30.0,42.0,43.0,59.0,64.0,62.0,14.0,5.0,11.0,5.0,13.0,0,Defender,16-21
J. Vázquez,23,Argentina,61,67,350000.0,1000.0,1417,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,26.0,"Jul 31, 2018",0,2021,6'0,170lbs,59+2,59+2,59+2,57+2,59+2,59+2,59+2,57+2,56+2,56+2,56+2,55+2,47+2,47+2,47+2,55+2,38+2,34+2,34+2,34+2,38+2,36+2,31+2,31+2,31+2,36+2,33.0,60.0,47.0,44.0,53.0,63.0,48.0,37.0,37.0,57.0,76.0,72.0,73.0,61.0,57.0,64.0,55.0,59.0,63.0,57.0,37.0,12.0,61.0,49.0,62.0,54.0,10.0,14.0,18.0,8.0,12.0,5.0,5.0,8.0,€543K,Attacker,22-25
M. López,20,Argentina,61,72,450000.0,2000.0,1502,Right,1.0,2.0,2.0,High/ High,Lean,No,ST,14.0,"Jul 1, 2017",0,2020,5'11,163lbs,60+2,60+2,60+2,57+2,59+2,59+2,59+2,57+2,57+2,57+2,57+2,55+2,51+2,51+2,51+2,55+2,43+2,41+2,41+2,41+2,43+2,42+2,40+2,40+2,40+2,42+2,44.0,64.0,62.0,55.0,45.0,60.0,45.0,33.0,38.0,58.0,60.0,61.0,69.0,60.0,63.0,66.0,68.0,57.0,60.0,61.0,40.0,23.0,57.0,54.0,63.0,58.0,35.0,23.0,22.0,13.0,12.0,11.0,6.0,14.0,€765K,Attacker,16-21
L. Alzugaray,28,Argentina,61,61,250000.0,3000.0,1553,Left,1.0,3.0,3.0,Medium/ Medium,Normal,No,CAM,36.0,"Aug 10, 2018",0,2021,5'7,150lbs,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,59+2,59+2,59+2,61+2,57+2,57+2,57+2,61+2,54+2,51+2,51+2,51+2,54+2,51+2,45+2,45+2,45+2,51+2,62.0,50.0,40.0,65.0,52.0,65.0,51.0,52.0,60.0,67.0,60.0,64.0,58.0,61.0,63.0,55.0,55.0,66.0,53.0,49.0,42.0,29.0,48.0,56.0,54.0,60.0,50.0,33.0,47.0,12.0,11.0,10.0,6.0,7.0,€375K,Midfielder,26-30
N. Andereggen,18,Argentina,61,79,525000.0,2000.0,1502,Left,1.0,3.0,2.0,Medium/ Medium,Lean,No,ST,12.0,"Jan 1, 2015",0,2020,5'9,157lbs,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,57+2,52+2,52+2,52+2,57+2,40+2,38+2,38+2,38+2,40+2,37+2,33+2,33+2,33+2,37+2,35.0,64.0,47.0,57.0,58.0,67.0,51.0,36.0,49.0,59.0,68.0,65.0,79.0,53.0,73.0,62.0,58.0,65.0,68.0,60.0,28.0,12.0,56.0,55.0,65.0,58.0,17.0,18.0,18.0,13.0,12.0,14.0,12.0,8.0,€1.1M,Attacker,16-21
H. Tifner,21,Argentina,61,70,400000.0,2000.0,1557,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CAM,20.0,"Jul 23, 2018",0,2021,5'9,157lbs,51+2,51+2,51+2,56+2,55+2,55+2,55+2,56+2,59+2,59+2,59+2,59+2,60+2,60+2,60+2,59+2,53+2,54+2,54+2,54+2,53+2,51+2,47+2,47+2,47+2,51+2,58.0,41.0,45.0,76.0,50.0,53.0,60.0,46.0,74.0,68.0,55.0,64.0,53.0,51.0,75.0,53.0,55.0,48.0,46.0,42.0,47.0,25.0,44.0,68.0,58.0,59.0,39.0,50.0,57.0,10.0,14.0,9.0,9.0,14.0,€680K,Midfielder,16-21
F. Mac Allister,22,Argentina,61,70,375000.0,2000.0,1649,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CM,5.0,"Jan 1, 2016",0,2019,5'9,157lbs,54+2,54+2,54+2,56+2,57+2,57+2,57+2,56+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,58+2,60+2,62+2,62+2,62+2,60+2,60+2,61+2,61+2,61+2,60+2,44.0,35.0,53.0,68.0,44.0,63.0,45.0,45.0,65.0,64.0,66.0,69.0,61.0,60.0,71.0,62.0,68.0,58.0,62.0,41.0,63.0,59.0,52.0,53.0,50.0,60.0,61.0,64.0,60.0,12.0,5.0,6.0,12.0,8.0,€619K,Midfielder,22-25
A. Fontana,22,Argentina,61,71,400000.0,3000.0,1481,Right,1.0,2.0,2.0,High/ Medium,Normal,No,ST,17.0,"Oct 25, 2014",0,2023,5'9,159lbs,60+2,60+2,60+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,57+2,51+2,51+2,51+2,57+2,43+2,41+2,41+2,41+2,43+2,41+2,39+2,39+2,39+2,41+2,38.0,63.0,58.0,58.0,48.0,56.0,43.0,30.0,37.0,65.0,72.0,66.0,58.0,53.0,62.0,57.0,74.0,62.0,65.0,47.0,31.0,17.0,62.0,52.0,62.0,50.0,44.0,20.0,12.0,14.0,12.0,13.0,14.0,16.0,€680K,Attacker,22-25
E. Ojeda,20,Argentina,61,74,475000.0,2000.0,1619,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CM,25.0,"May 10, 2016",0,2019,5'11,159lbs,55+2,55+2,55+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,58+2,59+2,59+2,59+2,58+2,57+2,58+2,58+2,58+2,57+2,57+2,55+2,55+2,55+2,57+2,50.0,49.0,55.0,68.0,36.0,58.0,41.0,54.0,63.0,61.0,61.0,67.0,66.0,55.0,56.0,62.0,59.0,61.0,61.0,55.0,55.0,53.0,45.0,61.0,56.0,51.0,45.0,57.0,58.0,6.0,6.0,13.0,14.0,12.0,€1M,Midfielder,16-21
F. Quiroz,20,Argentina,61,73,400000.0,2000.0,1706,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LB,16.0,"Jul 1, 2017",0,2021,5'10,165lbs,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,59+2,58+2,58+2,58+2,59+2,60+2,61+2,61+2,61+2,60+2,55.0,47.0,56.0,60.0,47.0,60.0,54.0,55.0,56.0,57.0,71.0,73.0,69.0,48.0,63.0,63.0,77.0,62.0,68.0,54.0,65.0,60.0,43.0,50.0,48.0,53.0,60.0,61.0,62.0,12.0,9.0,15.0,12.0,14.0,€680K,Defender,16-21
F. Álvarez,18,Argentina,61,80,475000.0,1000.0,1369,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,28.0,"Jan 11, 2018",0,2021,5'11,163lbs,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,40+2,43+2,44+2,44+2,44+2,43+2,55+2,54+2,54+2,54+2,55+2,57+2,59+2,59+2,59+2,57+2,31.0,27.0,53.0,50.0,28.0,36.0,31.0,29.0,36.0,51.0,62.0,63.0,50.0,48.0,63.0,43.0,65.0,66.0,59.0,24.0,46.0,60.0,25.0,31.0,46.0,46.0,68.0,67.0,65.0,9.0,14.0,12.0,5.0,6.0,€986K,Defender,16-21
L. Balerdi,19,Argentina,61,78,500000.0,2000.0,1311,Right,1.0,2.0,2.0,Low/ Medium,Normal,No,CB,26.0,"Mar 1, 2018",0,2021,6'2,187lbs,39+2,39+2,39+2,36+2,36+2,36+2,36+2,36+2,35+2,35+2,35+2,38+2,39+2,39+2,39+2,38+2,51+2,51+2,51+2,51+2,51+2,54+2,60+2,60+2,60+2,54+2,35.0,23.0,56.0,41.0,29.0,31.0,29.0,30.0,30.0,37.0,55.0,53.0,43.0,52.0,39.0,45.0,70.0,62.0,77.0,20.0,48.0,60.0,29.0,28.0,40.0,45.0,62.0,67.0,62.0,6.0,8.0,15.0,15.0,14.0,€1M,Defender,16-21
A. Melo,22,Argentina,61,72,425000.0,3000.0,1543,Right,1.0,3.0,2.0,Medium/ Low,Lean,No,RM,22.0,0,San Lorenzo de Almagro,"Jun 30, 2019",5'9,154lbs,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,58+2,58+2,58+2,59+2,53+2,53+2,53+2,59+2,47+2,44+2,44+2,44+2,47+2,44+2,39+2,39+2,39+2,44+2,60.0,57.0,50.0,61.0,49.0,65.0,54.0,41.0,56.0,61.0,69.0,71.0,73.0,55.0,77.0,55.0,55.0,58.0,62.0,56.0,28.0,16.0,49.0,51.0,58.0,49.0,59.0,18.0,21.0,11.0,10.0,9.0,12.0,16.0,0,Midfielder,22-25
J. Vogliotti,33,Argentina,61,61,160000.0,1000.0,1394,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,ST,9.0,"Jul 7, 2018",0,2023,5'11,174lbs,60+2,60+2,60+2,54+2,57+2,57+2,57+2,54+2,54+2,54+2,54+2,52+2,48+2,48+2,48+2,52+2,37+2,37+2,37+2,37+2,37+2,36+2,36+2,36+2,36+2,36+2,31.0,63.0,63.0,48.0,46.0,51.0,37.0,32.0,41.0,59.0,55.0,52.0,54.0,56.0,65.0,61.0,67.0,53.0,66.0,56.0,32.0,12.0,72.0,50.0,60.0,60.0,31.0,15.0,19.0,12.0,14.0,7.0,8.0,6.0,€216K,Attacker,31-35
M. Comba,24,Argentina,61,66,325000.0,2000.0,1482,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RM,30.0,"Aug 3, 2018",0,2021,5'7,150lbs,63+2,63+2,63+2,61+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,43+2,39+2,39+2,39+2,43+2,40+2,35+2,35+2,35+2,40+2,50.0,74.0,66.0,59.0,50.0,63.0,48.0,41.0,37.0,60.0,58.0,62.0,57.0,66.0,59.0,59.0,61.0,60.0,57.0,61.0,28.0,16.0,64.0,57.0,64.0,48.0,19.0,16.0,21.0,9.0,6.0,8.0,13.0,13.0,€512K,Midfielder,22-25
C. Ferreira,18,Argentina,61,81,525000.0,2000.0,1569,Right,1.0,3.0,2.0,Medium/ Low,Lean,No,CAM,21.0,"Oct 29, 2017",0,2020,5'9,152lbs,55+2,55+2,55+2,58+2,58+2,58+2,58+2,58+2,60+2,60+2,60+2,58+2,58+2,58+2,58+2,58+2,51+2,51+2,51+2,51+2,51+2,50+2,46+2,46+2,46+2,50+2,47.0,45.0,52.0,70.0,52.0,61.0,54.0,50.0,67.0,63.0,65.0,67.0,58.0,55.0,78.0,62.0,59.0,51.0,47.0,57.0,40.0,27.0,50.0,58.0,56.0,59.0,44.0,43.0,48.0,10.0,11.0,5.0,8.0,9.0,€1.3M,Midfielder,16-21
K. Gutiérrez,21,Argentina,61,75,550000.0,2000.0,1721,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CM,13.0,"Aug 7, 2018",0,2019,5'6,143lbs,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,61+2,57+2,57+2,57+2,61+2,53.0,43.0,48.0,63.0,45.0,60.0,51.0,61.0,64.0,59.0,73.0,74.0,71.0,57.0,81.0,61.0,63.0,73.0,49.0,52.0,62.0,60.0,50.0,61.0,53.0,54.0,59.0,58.0,59.0,9.0,10.0,14.0,14.0,11.0,€1.2M,Midfielder,16-21
F. Cambeses,21,Argentina,61,75,450000.0,1000.0,1027,Right,1.0,2.0,1.0,Medium/ Medium,Lean,No,GK,26.0,"Jan 4, 2016",0,2020,6'1,172lbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.0,13.0,17.0,11.0,11.0,13.0,13.0,21.0,10.0,47.0,44.0,39.0,50.0,55.0,21.0,68.0,34.0,53.0,14.0,25.0,25.0,14.0,41.0,14.0,47.0,20.0,14.0,11.0,60.0,60.0,61.0,61.0,62.0,€956K,Goalkeeper,16-21
L. Compagnucci,22,Argentina,61,73,400000.0,1000.0,1629,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CDM,29.0,"Jan 31, 2018",0,2018,5'9,161lbs,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,59+2,59+2,59+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,58+2,59+2,59+2,59+2,58+2,41.0,44.0,48.0,61.0,36.0,61.0,39.0,35.0,59.0,63.0,74.0,73.0,67.0,54.0,77.0,51.0,56.0,59.0,67.0,55.0,64.0,62.0,53.0,59.0,43.0,51.0,56.0,58.0,59.0,8.0,10.0,15.0,12.0,10.0,€620K,Midfielder,22-25
G. Simeone,19,Argentina,61,76,550000.0,2000.0,1440,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,ST,9.0,0,River Plate,"May 31, 2019",6'1,172lbs,59+2,59+2,59+2,53+2,56+2,56+2,56+2,53+2,53+2,53+2,53+2,52+2,49+2,49+2,49+2,52+2,41+2,41+2,41+2,41+2,41+2,40+2,40+2,40+2,40+2,40+2,38.0,67.0,66.0,50.0,40.0,49.0,41.0,38.0,41.0,56.0,56.0,53.0,56.0,56.0,55.0,63.0,68.0,58.0,70.0,56.0,35.0,25.0,61.0,49.0,66.0,48.0,31.0,25.0,23.0,8.0,7.0,8.0,14.0,11.0,0,Attacker,16-21
S. Benega,19,Argentina,61,77,550000.0,2000.0,1466,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,16.0,"Jul 23, 2018",0,2021,5'9,163lbs,60+2,60+2,60+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,56+2,49+2,49+2,49+2,56+2,39+2,36+2,36+2,36+2,39+2,37+2,32+2,32+2,32+2,37+2,36.0,65.0,53.0,52.0,59.0,66.0,54.0,36.0,39.0,56.0,69.0,72.0,65.0,55.0,71.0,60.0,55.0,56.0,58.0,62.0,34.0,15.0,58.0,53.0,71.0,45.0,19.0,14.0,17.0,10.0,6.0,10.0,13.0,7.0,€1.2M,Attacker,16-21
M. Maidana,27,Argentina,61,61,210000.0,2000.0,1537,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LB,3.0,"Jul 27, 2016",0,2019,5'11,172lbs,50+2,50+2,50+2,53+2,51+2,51+2,51+2,53+2,51+2,51+2,51+2,54+2,50+2,50+2,50+2,54+2,58+2,54+2,54+2,54+2,58+2,59+2,59+2,59+2,59+2,59+2,54.0,28.0,55.0,52.0,32.0,49.0,41.0,36.0,32.0,58.0,75.0,72.0,65.0,57.0,66.0,43.0,73.0,68.0,63.0,37.0,57.0,51.0,60.0,43.0,43.0,41.0,62.0,63.0,59.0,13.0,9.0,6.0,8.0,7.0,€305K,Defender,26-30
L. Agüero,21,Argentina,61,72,450000.0,2000.0,1458,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,32.0,"Mar 9, 2018",0,2021,5'10,161lbs,59+2,59+2,59+2,57+2,58+2,58+2,58+2,57+2,56+2,56+2,56+2,55+2,50+2,50+2,50+2,55+2,42+2,39+2,39+2,39+2,42+2,40+2,37+2,37+2,37+2,40+2,39.0,63.0,64.0,59.0,46.0,61.0,45.0,34.0,37.0,62.0,66.0,62.0,64.0,54.0,69.0,61.0,66.0,62.0,59.0,57.0,34.0,15.0,51.0,47.0,60.0,53.0,34.0,15.0,21.0,15.0,7.0,12.0,8.0,9.0,€743K,Attacker,16-21
M. Romero,22,Argentina,61,67,350000.0,2000.0,1613,Right,1.0,3.0,2.0,Medium/ High,Normal,No,RW,26.0,"Jul 23, 2018",0,2023,5'9,161lbs,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,58+2,58+2,58+2,60+2,54+2,54+2,54+2,60+2,60+2,54+2,54+2,54+2,60+2,59+2,55+2,55+2,55+2,59+2,58.0,55.0,55.0,57.0,35.0,62.0,34.0,31.0,27.0,61.0,73.0,71.0,69.0,65.0,72.0,52.0,63.0,68.0,51.0,53.0,49.0,60.0,64.0,52.0,45.0,53.0,55.0,52.0,54.0,15.0,16.0,14.0,14.0,11.0,€578K,Attacker,22-25
M. Nani,20,Argentina,61,75,500000.0,2000.0,1430,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LCB,6.0,"Feb 4, 2017",0,2021,6'2,187lbs,44+2,44+2,44+2,43+2,43+2,43+2,43+2,43+2,42+2,42+2,42+2,45+2,45+2,45+2,45+2,45+2,56+2,54+2,54+2,54+2,56+2,58+2,59+2,59+2,59+2,58+2,34.0,28.0,65.0,53.0,34.0,48.0,28.0,26.0,41.0,43.0,65.0,67.0,59.0,55.0,64.0,47.0,65.0,69.0,58.0,21.0,55.0,64.0,29.0,29.0,41.0,53.0,54.0,63.0,64.0,8.0,14.0,10.0,15.0,14.0,€1M,Defender,16-21
L. Pizarro,20,Argentina,61,75,550000.0,2000.0,1675,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,CM,31.0,"Apr 8, 2017",0,2021,6'1,165lbs,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,61+2,59+2,59+2,59+2,61+2,58+2,59+2,59+2,59+2,58+2,57+2,56+2,56+2,56+2,57+2,51.0,55.0,45.0,63.0,49.0,63.0,47.0,47.0,61.0,64.0,67.0,74.0,73.0,59.0,58.0,62.0,52.0,67.0,72.0,47.0,65.0,55.0,61.0,53.0,51.0,57.0,59.0,51.0,47.0,12.0,14.0,11.0,7.0,13.0,€1.1M,Midfielder,16-21
J. Herrera,26,Argentina,60,61,250000.0,1000.0,1375,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,9.0,"Jul 1, 2018",0,2021,5'9,165lbs,59+2,59+2,59+2,54+2,57+2,57+2,57+2,54+2,53+2,53+2,53+2,52+2,47+2,47+2,47+2,52+2,38+2,35+2,35+2,35+2,38+2,36+2,32+2,32+2,32+2,36+2,29.0,66.0,61.0,45.0,37.0,57.0,39.0,58.0,37.0,64.0,60.0,64.0,61.0,49.0,44.0,61.0,59.0,67.0,55.0,59.0,24.0,17.0,58.0,42.0,71.0,49.0,27.0,13.0,12.0,12.0,7.0,7.0,7.0,6.0,€356K,Attacker,26-30
A. Maldonado,20,Argentina,60,74,425000.0,2000.0,1307,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CB,25.0,"Apr 17, 2016",0,2021,6'2,190lbs,41+2,41+2,41+2,37+2,38+2,38+2,38+2,37+2,38+2,38+2,38+2,39+2,42+2,42+2,42+2,39+2,51+2,52+2,52+2,52+2,51+2,53+2,59+2,59+2,59+2,53+2,27.0,23.0,57.0,43.0,29.0,30.0,29.0,33.0,28.0,45.0,45.0,53.0,45.0,56.0,44.0,42.0,54.0,71.0,81.0,22.0,52.0,60.0,34.0,36.0,40.0,58.0,58.0,61.0,59.0,13.0,9.0,9.0,7.0,12.0,€903K,Defender,16-21
B. Álvarez,20,Argentina,60,71,350000.0,2000.0,1611,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,LM,18.0,0,Racing Club,"Jun 30, 2019",5'7,150lbs,55+2,55+2,55+2,58+2,57+2,57+2,57+2,58+2,57+2,57+2,57+2,59+2,55+2,55+2,55+2,59+2,55+2,52+2,52+2,52+2,55+2,55+2,50+2,50+2,50+2,55+2,60.0,40.0,59.0,60.0,45.0,59.0,46.0,48.0,58.0,58.0,76.0,71.0,77.0,60.0,81.0,60.0,56.0,59.0,43.0,42.0,52.0,40.0,58.0,53.0,59.0,50.0,37.0,53.0,55.0,13.0,6.0,12.0,5.0,10.0,0,Midfielder,16-21
P. Ruiz,19,Argentina,60,77,450000.0,1000.0,1574,Left,1.0,3.0,2.0,High/ Medium,Lean,No,LW,31.0,"Feb 8, 2018",0,2021,5'8,150lbs,53+2,53+2,53+2,59+2,57+2,57+2,57+2,59+2,58+2,58+2,58+2,58+2,56+2,56+2,56+2,58+2,57+2,55+2,55+2,55+2,57+2,56+2,50+2,50+2,50+2,56+2,54.0,55.0,31.0,60.0,38.0,62.0,52.0,32.0,54.0,58.0,70.0,71.0,81.0,55.0,75.0,54.0,35.0,62.0,44.0,57.0,55.0,52.0,53.0,54.0,49.0,49.0,55.0,55.0,52.0,8.0,5.0,11.0,14.0,11.0,€956K,Attacker,16-21
