Name,Age,Nationality,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
P. Heredia,28,Argentina,63,65,300000.0,2000.0,1068,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,15.0,"Jul 1, 2011",0,2018,6.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,20.0,23.0,14.0,19.0,17.0,12.0,20.0,13.0,44.0,42.0,35.0,57.0,56.0,21.0,55.0,38.0,64.0,15.0,25.0,20.0,12.0,34.0,24.0,40.0,18.0,15.0,15.0,63.0,64.0,57.0,61.0,65.0,€458K
J. Rodríguez,24,Argentina,63,70,450000.0,2000.0,1421,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,18.0,"Jul 23, 2018",0,2019,6.2,168.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,48.0,48.0,48.0,45.0,56.0,58.0,58.0,58.0,56.0,58.0,62.0,62.0,62.0,58.0,26.0,26.0,58.0,61.0,32.0,39.0,27.0,34.0,42.0,57.0,63.0,61.0,54.0,50.0,53.0,41.0,69.0,63.0,65.0,23.0,57.0,63.0,24.0,39.0,45.0,58.0,65.0,68.0,62.0,13.0,14.0,12.0,7.0,8.0,€743K
T. Conechny,20,Argentina,63,78,825000.0,3000.0,1530,Left,1.0,3.0,2.0,High/ Low,Normal,No,ST,19.0,0,San Lorenzo de Almagro,"Dec 31, 2018",5.7,143.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,50.0,50.0,50.0,59.0,43.0,37.0,37.0,37.0,43.0,41.0,33.0,33.0,33.0,41.0,39.0,65.0,62.0,55.0,53.0,61.0,41.0,41.0,35.0,64.0,78.0,81.0,89.0,61.0,84.0,61.0,87.0,66.0,37.0,55.0,31.0,15.0,62.0,45.0,61.0,47.0,19.0,17.0,17.0,10.0,8.0,14.0,8.0,8.0,0
M. Salas,20,Argentina,63,73,600000.0,1000.0,1555,Left,1.0,3.0,2.0,High/ Low,Stocky,No,LM,11.0,"Jul 1, 2018",0,2021,5.8,176.0,63.0,63.0,63.0,61.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,60.0,53.0,53.0,53.0,60.0,45.0,43.0,43.0,43.0,45.0,42.0,39.0,39.0,39.0,42.0,38.0,67.0,43.0,61.0,49.0,65.0,48.0,35.0,44.0,65.0,73.0,69.0,69.0,52.0,71.0,70.0,61.0,70.0,86.0,60.0,32.0,16.0,64.0,51.0,54.0,47.0,49.0,13.0,19.0,9.0,12.0,15.0,12.0,13.0,€930K
M. Barreiro,33,Argentina,63,63,230000.0,1000.0,1484,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,ST,19.0,"Aug 15, 2018",0,2021,5.8,172.0,61.0,61.0,61.0,58.0,60.0,60.0,60.0,58.0,57.0,57.0,57.0,56.0,50.0,50.0,50.0,56.0,40.0,38.0,38.0,38.0,40.0,38.0,36.0,36.0,36.0,38.0,34.0,70.0,59.0,52.0,62.0,76.0,60.0,32.0,41.0,58.0,60.0,62.0,57.0,56.0,73.0,75.0,51.0,51.0,56.0,60.0,31.0,12.0,46.0,53.0,74.0,49.0,37.0,21.0,21.0,5.0,11.0,9.0,9.0,10.0,€311K
F. Barboza,21,Argentina,63,75,650000.0,2000.0,1590,Right,1.0,3.0,3.0,Medium/ Low,Normal,No,RW,7.0,"Jul 1, 2014",0,2021,5.7,159.0,56.0,56.0,56.0,62.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,63.0,56.0,56.0,56.0,63.0,52.0,49.0,49.0,49.0,52.0,49.0,43.0,43.0,43.0,49.0,61.0,51.0,34.0,62.0,36.0,68.0,51.0,42.0,57.0,66.0,74.0,80.0,76.0,56.0,75.0,56.0,81.0,61.0,54.0,46.0,44.0,34.0,59.0,55.0,46.0,58.0,59.0,26.0,24.0,15.0,9.0,16.0,9.0,7.0,€1.1M
F. Coniglio,26,Argentina,63,64,450000.0,4000.0,1454,Right,1.0,3.0,2.0,High/ Medium,Stocky,No,ST,9.0,0,Club Atlético Huracán,"Jun 30, 2019",6.0,185.0,62.0,62.0,62.0,56.0,58.0,58.0,58.0,56.0,57.0,57.0,57.0,55.0,52.0,52.0,52.0,55.0,41.0,44.0,44.0,44.0,41.0,40.0,43.0,43.0,43.0,40.0,38.0,68.0,72.0,60.0,43.0,58.0,33.0,34.0,49.0,61.0,41.0,60.0,66.0,58.0,50.0,58.0,63.0,55.0,86.0,52.0,45.0,23.0,62.0,46.0,45.0,47.0,33.0,23.0,16.0,14.0,13.0,10.0,8.0,11.0,0
L. Corti,37,Argentina,63,63,20000.0,2000.0,866,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jul 1, 2009",0,2019,5.11,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,20.0,13.0,13.0,11.0,15.0,17.0,15.0,13.0,21.0,17.0,25.0,49.0,22.0,22.0,37.0,16.0,50.0,10.0,24.0,10.0,11.0,26.0,21.0,35.0,20.0,12.0,15.0,61.0,58.0,56.0,74.0,63.0,€29K
A. Sosa,18,Argentina,62,75,475000.0,1000.0,1408,Right,1.0,3.0,2.0,Medium/ High,Normal,No,CB,19.0,"Jul 1, 2016",0,2019,5.1,168.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,43.0,43.0,43.0,41.0,51.0,53.0,53.0,53.0,51.0,54.0,60.0,60.0,60.0,54.0,37.0,31.0,64.0,43.0,34.0,30.0,34.0,31.0,40.0,49.0,49.0,58.0,49.0,55.0,70.0,40.0,73.0,46.0,64.0,32.0,62.0,58.0,44.0,30.0,53.0,47.0,62.0,65.0,63.0,13.0,5.0,6.0,9.0,9.0,€1M
D. Sappa,23,Argentina,62,71,350000.0,2000.0,977,Right,1.0,3.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jan 1, 2016",0,2020,6.4,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,11.0,30.0,8.0,6.0,16.0,14.0,23.0,16.0,28.0,30.0,25.0,68.0,26.0,25.0,56.0,28.0,72.0,10.0,22.0,9.0,9.0,38.0,40.0,50.0,17.0,12.0,11.0,52.0,62.0,68.0,69.0,56.0,€595K
N. Delgadillo,20,Argentina,62,76,675000.0,2000.0,1515,Left,1.0,3.0,3.0,Medium/ Low,Normal,No,LW,33.0,"May 1, 2015",0,2020,5.1,154.0,58.0,58.0,58.0,61.0,59.0,59.0,59.0,61.0,59.0,59.0,59.0,61.0,55.0,55.0,55.0,61.0,49.0,45.0,45.0,45.0,49.0,45.0,36.0,36.0,36.0,45.0,58.0,58.0,46.0,62.0,34.0,68.0,56.0,45.0,60.0,66.0,80.0,74.0,77.0,50.0,68.0,60.0,47.0,72.0,67.0,52.0,32.0,36.0,47.0,44.0,51.0,53.0,18.0,20.0,17.0,8.0,15.0,9.0,9.0,9.0,€1.4M
I. Escobar,22,Argentina,62,69,350000.0,2000.0,1558,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LB,26.0,"Jul 8, 2016",0,2020,5.8,139.0,46.0,46.0,46.0,54.0,50.0,50.0,50.0,54.0,51.0,51.0,51.0,56.0,51.0,51.0,51.0,56.0,60.0,55.0,55.0,55.0,60.0,60.0,56.0,56.0,56.0,60.0,60.0,28.0,43.0,56.0,26.0,60.0,47.0,36.0,51.0,50.0,81.0,82.0,75.0,63.0,79.0,35.0,82.0,57.0,48.0,33.0,59.0,61.0,44.0,40.0,44.0,45.0,45.0,64.0,65.0,14.0,9.0,9.0,6.0,6.0,€595K
A. Mehring,24,Argentina,62,70,325000.0,2000.0,1107,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,12.0,"Jul 23, 2018",0,2020,6.3,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,13.0,28.0,18.0,21.0,12.0,16.0,26.0,26.0,43.0,47.0,35.0,53.0,46.0,22.0,56.0,44.0,69.0,20.0,21.0,24.0,13.0,32.0,24.0,35.0,23.0,20.0,15.0,58.0,60.0,63.0,65.0,63.0,€536K
A. Altuna,26,Argentina,62,65,325000.0,2000.0,1497,Right,1.0,3.0,2.0,Medium/ High,Normal,No,CDM,5.0,"Aug 18, 2017",0,2019,6.0,163.0,47.0,47.0,47.0,52.0,51.0,51.0,51.0,52.0,54.0,54.0,54.0,55.0,57.0,57.0,57.0,55.0,59.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,58.0,59.0,46.0,30.0,48.0,65.0,28.0,57.0,40.0,35.0,58.0,65.0,56.0,59.0,59.0,62.0,61.0,43.0,57.0,66.0,57.0,27.0,57.0,60.0,40.0,54.0,36.0,56.0,57.0,60.0,61.0,12.0,13.0,10.0,5.0,13.0,€496K
R. Schlegel,21,Argentina,62,74,475000.0,2000.0,1371,Right,1.0,2.0,2.0,Low/ Medium,Normal,No,CB,14.0,"Feb 23, 2017",0,2021,6.1,181.0,39.0,39.0,39.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,37.0,38.0,38.0,38.0,37.0,51.0,52.0,52.0,52.0,51.0,54.0,61.0,61.0,61.0,54.0,33.0,27.0,54.0,34.0,33.0,31.0,35.0,29.0,35.0,38.0,48.0,60.0,40.0,45.0,57.0,48.0,81.0,64.0,79.0,28.0,65.0,61.0,24.0,31.0,41.0,47.0,61.0,68.0,65.0,6.0,14.0,14.0,7.0,15.0,€808K
I. Colman,23,Argentina,62,70,450000.0,2000.0,1663,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F. Cobos,25,Argentina,62,67,325000.0,2000.0,1499,Left,1.0,3.0,2.0,High/ Low,Normal,No,LB,28.0,"Jan 4, 2016",0,2020,5.1,183.0,47.0,47.0,47.0,52.0,50.0,50.0,50.0,52.0,51.0,51.0,51.0,53.0,52.0,52.0,52.0,53.0,60.0,58.0,58.0,58.0,60.0,60.0,62.0,62.0,62.0,60.0,55.0,32.0,51.0,52.0,26.0,66.0,39.0,39.0,34.0,57.0,65.0,46.0,58.0,61.0,63.0,31.0,57.0,65.0,73.0,32.0,58.0,62.0,46.0,47.0,40.0,56.0,60.0,70.0,69.0,14.0,6.0,6.0,9.0,10.0,€496K
G. Asís,22,Argentina,62,73,450000.0,3000.0,1560,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RB,15.0,"Jul 7, 2017",0,2020,5.9,143.0,51.0,51.0,51.0,54.0,53.0,53.0,53.0,54.0,51.0,51.0,51.0,54.0,51.0,51.0,51.0,54.0,59.0,56.0,56.0,56.0,59.0,60.0,60.0,60.0,60.0,60.0,51.0,36.0,51.0,42.0,35.0,64.0,40.0,35.0,41.0,57.0,72.0,56.0,58.0,62.0,65.0,49.0,69.0,66.0,59.0,44.0,62.0,61.0,55.0,45.0,49.0,52.0,61.0,68.0,68.0,11.0,5.0,7.0,9.0,7.0,€720K
R. Fergonzi,29,Argentina,62,62,300000.0,1000.0,1384,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,ST,9.0,"Jul 17, 2018",0,2021,5.1,172.0,61.0,61.0,61.0,56.0,58.0,58.0,58.0,56.0,55.0,55.0,55.0,52.0,47.0,47.0,47.0,52.0,35.0,34.0,34.0,34.0,35.0,33.0,34.0,34.0,34.0,33.0,30.0,68.0,57.0,42.0,44.0,65.0,36.0,30.0,34.0,66.0,48.0,53.0,76.0,47.0,63.0,62.0,64.0,50.0,80.0,60.0,26.0,16.0,69.0,43.0,56.0,50.0,17.0,17.0,14.0,11.0,7.0,11.0,8.0,14.0,€405K
N. Pelaitay,25,Argentina,62,68,350000.0,2000.0,1566,Right,1.0,3.0,2.0,Low/ Medium,Stocky,No,CDM,35.0,"Jan 1, 2013",0,2019,5.6,163.0,46.0,46.0,46.0,48.0,47.0,47.0,47.0,48.0,49.0,49.0,49.0,51.0,53.0,53.0,53.0,51.0,59.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0,42.0,36.0,49.0,60.0,37.0,46.0,37.0,38.0,57.0,53.0,61.0,63.0,68.0,52.0,72.0,43.0,57.0,83.0,64.0,45.0,72.0,64.0,36.0,43.0,44.0,43.0,63.0,61.0,62.0,14.0,10.0,6.0,14.0,14.0,€578K
N. Estévez,22,Argentina,62,70,450000.0,3000.0,1691,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RM,24.0,"Jun 30, 2017",0,2020,6.0,163.0,57.0,57.0,57.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,61.0,61.0,60.0,60.0,60.0,61.0,60.0,56.0,56.0,56.0,60.0,56.0,55.0,43.0,63.0,50.0,62.0,52.0,46.0,62.0,67.0,71.0,69.0,72.0,55.0,66.0,66.0,61.0,64.0,57.0,43.0,39.0,62.0,52.0,57.0,66.0,53.0,63.0,58.0,57.0,14.0,12.0,9.0,12.0,10.0,€765K
W. Pérez,19,Argentina,62,77,650000.0,1000.0,1612,Left,1.0,2.0,2.0,Medium/ Medium,Normal,No,LM,13.0,"Jul 23, 2018",0,2021,5.9,168.0,57.0,57.0,57.0,60.0,58.0,58.0,58.0,60.0,57.0,57.0,57.0,60.0,53.0,53.0,53.0,60.0,55.0,49.0,49.0,49.0,55.0,53.0,48.0,48.0,48.0,53.0,63.0,58.0,49.0,54.0,34.0,65.0,62.0,56.0,43.0,60.0,76.0,71.0,69.0,56.0,75.0,61.0,79.0,71.0,52.0,42.0,47.0,39.0,57.0,50.0,42.0,53.0,48.0,47.0,39.0,9.0,9.0,8.0,14.0,7.0,€1.4M
F. Ortega,19,Argentina,62,78,575000.0,1000.0,1652,Left,1.0,2.0,2.0,Medium/ Medium,Lean,No,LB,34.0,"Dec 1, 2017",0,2021,5.1,165.0,57.0,57.0,57.0,61.0,58.0,58.0,58.0,61.0,58.0,58.0,58.0,61.0,55.0,55.0,55.0,61.0,61.0,55.0,55.0,55.0,61.0,60.0,55.0,55.0,55.0,60.0,64.0,48.0,55.0,60.0,52.0,69.0,51.0,47.0,46.0,65.0,75.0,79.0,70.0,55.0,72.0,60.0,49.0,70.0,60.0,50.0,35.0,52.0,49.0,45.0,55.0,44.0,54.0,57.0,57.0,8.0,7.0,14.0,11.0,11.0,€1.2M
N. Bustos,19,Argentina,62,79,650000.0,2000.0,1492,Right,1.0,2.0,2.0,High/ Low,Normal,No,RW,7.0,"Jul 1, 2016",0,2020,5.9,163.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,60.0,51.0,51.0,51.0,60.0,44.0,38.0,38.0,38.0,44.0,41.0,33.0,33.0,33.0,41.0,52.0,61.0,49.0,58.0,48.0,66.0,48.0,32.0,36.0,63.0,72.0,74.0,70.0,60.0,76.0,59.0,60.0,60.0,42.0,60.0,28.0,13.0,61.0,49.0,70.0,47.0,30.0,16.0,18.0,11.0,14.0,10.0,14.0,12.0,€1.4M
J. Iritier,23,Argentina,62,68,425000.0,2000.0,1458,Right,1.0,2.0,3.0,High/ Low,Normal,No,LM,18.0,"Jul 23, 2018",0,2021,5.7,154.0,57.0,57.0,57.0,61.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,61.0,55.0,55.0,55.0,61.0,47.0,44.0,44.0,44.0,47.0,43.0,37.0,37.0,37.0,43.0,61.0,57.0,42.0,60.0,57.0,68.0,46.0,39.0,55.0,67.0,67.0,65.0,63.0,51.0,60.0,57.0,44.0,55.0,57.0,51.0,28.0,22.0,53.0,59.0,47.0,55.0,36.0,27.0,21.0,8.0,9.0,7.0,7.0,12.0,€701K
D. Sosa,26,Argentina,62,62,325000.0,3000.0,1544,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,LW,20.0,"Jul 23, 2018",0,2021,5.6,141.0,58.0,58.0,58.0,62.0,60.0,60.0,60.0,62.0,60.0,60.0,60.0,61.0,54.0,54.0,54.0,61.0,51.0,46.0,46.0,46.0,51.0,49.0,40.0,40.0,40.0,49.0,60.0,57.0,46.0,64.0,43.0,64.0,56.0,40.0,55.0,62.0,75.0,76.0,81.0,58.0,86.0,65.0,46.0,55.0,33.0,56.0,36.0,25.0,57.0,46.0,49.0,60.0,44.0,34.0,33.0,6.0,7.0,10.0,12.0,7.0,€471K
M. Osores,21,Argentina,62,72,425000.0,1000.0,1423,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,14.0,"Jul 15, 2017",0,2020,6.3,172.0,44.0,44.0,44.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,43.0,44.0,44.0,44.0,43.0,53.0,54.0,54.0,54.0,53.0,56.0,61.0,61.0,61.0,56.0,28.0,29.0,63.0,45.0,33.0,40.0,35.0,34.0,30.0,42.0,61.0,53.0,60.0,58.0,50.0,46.0,70.0,65.0,70.0,28.0,58.0,61.0,34.0,45.0,45.0,51.0,66.0,62.0,64.0,11.0,7.0,14.0,7.0,9.0,€723K
A. Almendra,18,Argentina,62,81,625000.0,2000.0,1630,Right,1.0,2.0,3.0,Medium/ Medium,Lean,No,LCM,39.0,"Jan 1, 2018",0,2022,6.0,165.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,59.0,60.0,60.0,60.0,59.0,56.0,57.0,57.0,57.0,56.0,55.0,54.0,54.0,54.0,55.0,47.0,58.0,45.0,67.0,50.0,63.0,55.0,52.0,68.0,65.0,63.0,64.0,64.0,60.0,61.0,59.0,50.0,47.0,62.0,56.0,44.0,44.0,54.0,57.0,52.0,62.0,52.0,60.0,59.0,14.0,10.0,13.0,6.0,9.0,€1.3M
F. Illarregui,21,Argentina,62,72,500000.0,2000.0,1628,Right,1.0,3.0,2.0,Medium/ Low,Normal,No,ST,27.0,"Jan 8, 2015",0,2023,5.7,159.0,60.0,60.0,60.0,63.0,61.0,61.0,61.0,63.0,60.0,60.0,60.0,61.0,53.0,53.0,53.0,61.0,47.0,42.0,42.0,42.0,47.0,45.0,38.0,38.0,38.0,45.0,56.0,62.0,49.0,56.0,55.0,68.0,57.0,61.0,50.0,62.0,80.0,77.0,81.0,56.0,81.0,63.0,69.0,61.0,58.0,59.0,40.0,21.0,58.0,51.0,58.0,49.0,25.0,27.0,25.0,13.0,12.0,9.0,14.0,14.0,€825K
F. Russo,23,Argentina,62,68,350000.0,1000.0,1414,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,4.0,"Jul 9, 2018",0,2020,6.1,172.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,45.0,45.0,45.0,45.0,56.0,55.0,55.0,55.0,56.0,58.0,61.0,61.0,61.0,58.0,41.0,25.0,61.0,49.0,32.0,41.0,37.0,29.0,39.0,52.0,58.0,64.0,43.0,54.0,55.0,44.0,72.0,61.0,62.0,25.0,51.0,63.0,24.0,39.0,50.0,46.0,61.0,66.0,67.0,11.0,8.0,11.0,14.0,5.0,€613K
N. Thaller,19,Argentina,62,78,600000.0,1000.0,1439,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,CB,29.0,"Jan 28, 2018",0,2021,6.2,154.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,46.0,47.0,47.0,47.0,49.0,52.0,52.0,52.0,49.0,58.0,59.0,59.0,59.0,58.0,59.0,61.0,61.0,61.0,59.0,43.0,29.0,63.0,64.0,29.0,47.0,35.0,35.0,53.0,57.0,58.0,53.0,48.0,54.0,55.0,45.0,71.0,66.0,59.0,20.0,55.0,64.0,26.0,42.0,41.0,47.0,64.0,62.0,60.0,6.0,7.0,5.0,13.0,10.0,€1.3M
A. Verdugo,20,Argentina,62,73,525000.0,2000.0,1699,Right,1.0,3.0,2.0,Medium/ High,Normal,No,CM,26.0,"May 7, 2017",0,2021,5.7,150.0,57.0,57.0,57.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,60.0,61.0,61.0,61.0,60.0,60.0,61.0,61.0,61.0,60.0,61.0,60.0,60.0,60.0,61.0,50.0,54.0,54.0,66.0,39.0,62.0,56.0,40.0,64.0,62.0,70.0,66.0,65.0,59.0,85.0,58.0,67.0,54.0,46.0,42.0,64.0,58.0,60.0,62.0,48.0,68.0,64.0,64.0,66.0,14.0,12.0,10.0,7.0,11.0,€866K
G. Ferrari,21,Argentina,62,74,475000.0,2000.0,1450,Right,1.0,2.0,2.0,Medium/ Medium,Normal,No,CB,41.0,"Oct 9, 2018",0,2021,6.0,168.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,49.0,49.0,49.0,48.0,56.0,57.0,57.0,57.0,56.0,58.0,61.0,61.0,61.0,58.0,33.0,28.0,65.0,58.0,31.0,42.0,33.0,25.0,41.0,58.0,65.0,64.0,58.0,58.0,60.0,42.0,67.0,66.0,61.0,22.0,63.0,59.0,41.0,32.0,38.0,56.0,62.0,63.0,60.0,14.0,8.0,15.0,11.0,7.0,€808K
D. Cardozo,31,Argentina,62,62,270000.0,3000.0,1574,Left,1.0,3.0,2.0,Medium/ Medium,Normal,No,RM,30.0,"Jul 23, 2018",0,2021,5.7,146.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,60.0,54.0,54.0,54.0,60.0,49.0,46.0,46.0,46.0,49.0,46.0,41.0,41.0,41.0,46.0,53.0,60.0,58.0,59.0,54.0,64.0,45.0,51.0,43.0,62.0,76.0,73.0,78.0,57.0,78.0,62.0,59.0,61.0,63.0,62.0,41.0,60.0,65.0,49.0,43.0,52.0,29.0,14.0,12.0,9.0,9.0,6.0,7.0,12.0,€392K
S. Barreto,19,Argentina,62,77,600000.0,1000.0,1425,Right,1.0,3.0,2.0,High/ Low,Normal,No,CB,24.0,"Dec 8, 2017",0,2022,6.0,172.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,46.0,46.0,46.0,44.0,55.0,55.0,55.0,55.0,55.0,58.0,61.0,61.0,61.0,58.0,34.0,21.0,61.0,51.0,28.0,34.0,31.0,28.0,38.0,55.0,64.0,60.0,49.0,59.0,64.0,44.0,77.0,63.0,62.0,28.0,59.0,62.0,33.0,31.0,44.0,54.0,55.0,67.0,64.0,14.0,9.0,14.0,8.0,14.0,€1.2M
J. Cejas,20,Argentina,62,76,675000.0,2000.0,1655,Right,1.0,3.0,2.0,Medium/ Medium,Lean,No,CAM,23.0,"Jan 1, 2017",0,2019,5.9,154.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,57.0,57.0,57.0,59.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0,57.0,61.0,62.0,45.0,61.0,46.0,46.0,62.0,58.0,70.0,74.0,72.0,55.0,76.0,61.0,56.0,48.0,63.0,51.0,56.0,45.0,58.0,63.0,54.0,43.0,61.0,43.0,48.0,9.0,7.0,11.0,11.0,13.0,€1.4M
P. Magnín,28,Argentina,62,62,325000.0,3000.0,1478,Right,1.0,3.0,3.0,Medium/ Medium,Normal,No,ST,11.0,"Aug 24, 2017",0,2023,5.1,165.0,61.0,61.0,61.0,59.0,61.0,61.0,61.0,59.0,60.0,60.0,60.0,56.0,52.0,52.0,52.0,56.0,39.0,39.0,39.0,39.0,39.0,37.0,35.0,35.0,35.0,37.0,37.0,67.0,56.0,61.0,64.0,72.0,52.0,41.0,45.0,58.0,62.0,54.0,57.0,57.0,69.0,70.0,58.0,39.0,63.0,62.0,30.0,18.0,52.0,60.0,70.0,48.0,23.0,14.0,23.0,6.0,8.0,10.0,10.0,10.0,€471K
F. Álvarez,23,Argentina,62,69,350000.0,2000.0,1562,Left,1.0,3.0,2.0,High/ Medium,Stocky,No,LB,24.0,"Sep 3, 2013",0,2023,6.0,172.0,47.0,47.0,47.0,51.0,48.0,48.0,48.0,51.0,49.0,49.0,49.0,53.0,51.0,51.0,51.0,53.0,60.0,57.0,57.0,57.0,60.0,61.0,61.0,61.0,61.0,61.0,59.0,28.0,64.0,53.0,35.0,56.0,39.0,39.0,45.0,52.0,71.0,67.0,59.0,57.0,58.0,28.0,71.0,68.0,68.0,34.0,60.0,64.0,46.0,43.0,48.0,50.0,56.0,64.0,63.0,10.0,13.0,16.0,14.0,14.0,€578K
J. Papaleo,24,Argentina,62,70,325000.0,2000.0,989,Right,1.0,2.0,1.0,Medium/ Medium,Normal,No,GK,25.0,"Jul 18, 2014",0,2021,6.1,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,13.0,18.0,19.0,14.0,12.0,10.0,17.0,13.0,41.0,39.0,45.0,59.0,51.0,17.0,52.0,24.0,56.0,12.0,23.0,22.0,12.0,21.0,25.0,45.0,13.0,17.0,14.0,55.0,60.0,64.0,68.0,61.0,€553K
F. Pereyra,29,Argentina,61,62,220000.0,1000.0,1262,Right,1.0,2.0,2.0,Low/ Medium,Lean,No,RCB,19.0,"Jan 1, 2018",0,2019,6.1,181.0,35.0,35.0,35.0,32.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,34.0,36.0,36.0,36.0,34.0,48.0,50.0,50.0,50.0,48.0,50.0,59.0,59.0,59.0,50.0,24.0,17.0,42.0,36.0,28.0,37.0,23.0,27.0,29.0,27.0,46.0,50.0,36.0,52.0,54.0,38.0,67.0,57.0,82.0,24.0,74.0,62.0,27.0,28.0,32.0,44.0,66.0,59.0,62.0,8.0,15.0,13.0,7.0,13.0,€314K
